statefip,year,bmprison,wmprison,alcohol,income,ur,poverty,black,perc1519,aidscapita,state
37,1989,9673.0,6366.0,2.06,16497,3.5833333,12.2,22.709677,7.718845,5.0719447,North Carolina
37,1990,10500.0,6364.0,2.08,17246,4.1583333,13.0,22.622822,7.4754624,4.921957,North Carolina
37,1991,10939.0,6338.0,1.96,17677,5.925,14.5,22.752274,6.9722652,6.95726,North Carolina
37,1992,12167.0,6658.0,1.96,18842,6.233333,15.8,22.902775,6.7394023,8.01773,North Carolina
37,1993,13288.0,6822.0,1.92,19575,5.1833334,14.4,23.020075,6.6697307,8.98788,North Carolina
37,1994,14674.0,7063.0,1.89,20400,4.4083333,14.2,23.106447,6.6575274,9.099259,North Carolina
37,1995,18104.0,8554.0,1.86,21295,4.425,12.6,23.169212,6.6701803,9.966406,North Carolina
37,1996,18919.0,8877.0,1.9,22320,4.4166665,12.2,23.223845,6.713267,8.172604,North Carolina
37,1997,19346.0,9318.0,1.89,23530,3.875,11.4,23.29929,6.7349586,3.0952778,North Carolina
37,1998,19290.0,9605.0,1.87,24743,3.525,14.0,23.364658,6.745945,3.8928838,North Carolina
37,1999,18691.0,9347.0,1.9,25560,3.2666667,13.8,23.436705,6.7137847,3.5851939,North Carolina
37,2000,18935.0,9328.0,1.94,27068,3.75,12.5,23.58442,6.687621,2.9447205,North Carolina
38,1985,4.0,339.0,2.48,12866,5.6916666,15.9,0.5915459,8.20785,0.0,North Dakota
38,1986,6.0,332.0,2.4,13137,5.85,13.5,0.5871549,8.169815,0.0,North Dakota
38,1987,4.0,359.0,2.42,13699,5.116667,11.4,0.58082277,8.024426,0.0,North Dakota
38,1988,7.0,376.0,2.43,12731,4.7166667,11.6,0.5742789,7.829088,0.0,North Dakota
38,1989,4.0,359.0,2.38,14447,4.358333,12.2,0.56834066,7.5638247,0.77363455,North Dakota
38,1990,5.0,374.0,2.56,15943,4.05,13.7,0.54344416,7.274281,0.0,North Dakota
38,1991,4.0,372.0,2.44,16282,4.3416667,14.5,0.55407184,7.1276107,0.0,North Dakota
38,1992,7.0,367.0,2.39,17669,4.75,12.1,0.5601935,7.2059455,0.0,North Dakota
38,1993,12.0,374.0,2.36,17703,4.4416666,11.2,0.5393224,7.38815,0.0,North Dakota
38,1994,18.0,411.0,2.32,19006,3.7333333,10.4,0.5335028,7.6061873,0.93051535,North Dakota
38,1995,18.0,451.0,2.28,18865,3.3,12.0,0.5157331,7.833667,0.77180505,North Dakota
38,1996,22.0,496.0,2.29,21068,3.1916666,11.0,0.551473,8.0358925,0.768779,North Dakota
38,1997,19.0,567.0,2.3,20686,2.8916667,13.6,0.548189,8.225132,0.0,North Dakota
38,1998,30.0,649.0,2.35,22872,3.0,15.1,0.5871867,8.3765745,0.0,North Dakota
38,1999,38.0,667.0,2.42,23180,3.2166667,13.1,0.63637525,8.409351,0.0,North Dakota
38,2000,45.0,721.0,2.4,25106,2.925,10.4,0.7933877,8.241373,0.0,North Dakota
39,1985,8904.0,10523.0,2.2,14323,8.916667,12.8,10.954328,7.993845,0.596042,Ohio
39,1986,10415.0,10607.0,2.17,14955,8.241667,12.8,10.938476,7.9820967,1.2020599,Ohio
39,1987,10576.0,11585.0,2.17,15612,7.0416665,12.7,10.9187155,7.8756385,1.7841291,Ohio
39,1988,12196.0,12689.0,2.11,16634,6.0583334,12.4,10.903028,7.7254896,2.4999788,Ohio
39,1989,14557.0,13986.0,2.07,17763,5.5416665,10.6,10.887298,7.5067797,3.776794,Ohio
39,1990,15535.0,14340.0,2.09,18743,5.75,11.5,10.860348,7.2601275,4.473424,Ohio
39,1991,17896.0,15555.0,2.03,19100,6.5833335,13.4,11.011151,6.977175,4.942552,Ohio
39,1992,19166.0,16793.0,1.98,20062,7.3333335,12.5,11.182008,6.863337,6.183456,Ohio
39,1993,20665.0,17392.0,1.95,20634,6.741667,13.0,11.340651,6.859863,6.8101115,Ohio
39,1994,21562.0,17615.0,1.85,21712,5.633333,14.1,11.492277,6.9353795,7.576808,Ohio
39,1995,22739.0,18583.0,1.9,22495,4.883333,11.5,11.619752,7.041065,8.194416,Ohio
39,1996,23516.0,19535.0,1.93,23322,4.991667,12.7,11.764244,7.154437,6.208403,Ohio
39,1997,24344.0,20599.0,1.91,24656,4.616667,11.0,11.900041,7.238478,2.9262176,Ohio
39,1998,24216.0,21109.0,1.97,26017,4.3166666,11.2,12.0168705,7.2837234,2.2454953,Ohio
39,1999,23111.0,20592.0,2.0,26859,4.2833333,12.0,12.128245,7.2414303,1.967279,Ohio
39,2000,22175.0,19797.0,1.99,28207,4.025,10.0,12.24565,7.1720257,1.3552082,Ohio
40,1985,2271.0,4952.0,1.87,13332,7.391667,16.0,8.468095,7.974312,0.36672777,Oklahoma
40,1986,2621.0,5571.0,1.8,13309,8.55,14.7,8.450868,7.9806232,1.2910397,Oklahoma
40,1987,2675.0,5559.0,1.76,13448,7.508333,17.0,8.426729,7.904172,2.1802893,Oklahoma
40,1988,3003.0,5791.0,1.69,14216,6.525,17.3,8.405215,7.780878,3.0622814,Oklahoma
40,1989,3457.0,6230.0,1.7,15272,5.725,14.7,8.385308,7.5916376,4.316875,Oklahoma
40,1990,3793.0,6413.0,1.81,16187,5.6666665,15.6,8.349623,7.4090495,4.065008,Oklahoma
40,1991,4090.0,6927.0,1.76,16554,6.1916666,17.0,8.449389,7.2416105,5.8889475,Oklahoma
40,1992,4644.0,7489.0,1.81,17376,6.2166667,18.6,8.5989065,7.2167296,6.9554048,Oklahoma
40,1993,5066.0,8310.0,1.7,17814,6.0166664,19.9,8.647824,7.261264,7.8098936,Oklahoma
40,1994,5334.0,8158.0,1.78,18374,5.5916667,16.7,8.718068,7.368498,8.960847,Oklahoma
40,1995,5796.0,8853.0,1.66,18861,4.633333,17.1,8.770981,7.496022,8.070835,Oklahoma
40,1996,6123.0,9587.0,1.66,19743,4.175,16.6,8.8708105,7.6344357,5.3291354,Oklahoma
40,1997,6310.0,10102.0,1.65,20671,4.1916666,13.7,8.994972,7.7548604,3.29092,Oklahoma
40,1998,6338.0,10273.0,1.68,21766,4.3416667,14.1,9.158192,7.8722973,2.8485894,Oklahoma
40,1999,6593.0,10984.0,1.68,22567,3.6083333,12.8,9.307943,7.8654766,2.8512018,Oklahoma
40,2000,6575.0,11666.0,1.69,24407,3.1,14.9,9.397414,7.7529635,2.4027271,Oklahoma
41,1985,462.0,3582.0,2.57,13543,8.716666,11.9,1.6893691,7.2928057,0.89775103,Oregon
41,1986,529.0,3862.0,2.54,14148,7.9583335,12.3,1.6833109,7.286873,2.4963849,Oregon
41,1987,670.0,4361.0,2.5,14809,6.2833333,14.2,1.6758839,7.1942697,2.776338,Oregon
41,1988,703.0,4485.0,2.48,15849,5.766667,10.4,1.6694033,7.0610294,4.230891,Oregon
41,1989,872.0,4903.0,2.41,17050,5.4166665,11.2,1.6631747,6.867974,5.303399,Oregon
41,1990,811.0,4601.0,2.51,18010,5.3916664,9.2,1.7228905,6.714609,7.4116154,Oregon
41,1991,849.0,4698.0,2.38,18527,6.375,13.5,1.764278,6.5834227,8.024567,Oregon
41,1992,855.0,4546.0,2.41,19235,7.325,11.4,1.7853935,6.6447287,9.125079,Oregon
41,1993,817.0,4561.0,2.31,20046,6.9416666,11.8,1.8120908,6.734323,10.979075,Oregon
41,1994,823.0,4913.0,2.21,21060,5.4833336,11.8,1.8581886,6.877278,11.565827,Oregon
41,1995,938.0,5600.0,2.23,22293,4.9166665,11.2,1.9098966,7.0218935,11.399433,Oregon
41,1996,981.0,5988.0,2.27,23398,5.6416664,11.8,1.9615129,7.1363745,7.606762,Oregon
41,1997,940.0,5495.0,2.24,24469,5.608333,11.6,1.9834621,7.216272,3.6921475,Oregon
41,1998,1046.0,6181.0,2.25,25542,5.6833334,15.0,2.0413425,7.251803,2.5951178,Oregon
41,1999,1043.0,6917.0,2.27,26480,5.475,12.6,2.090208,7.207285,2.5339274,Oregon
41,2000,1040.0,7496.0,2.28,28097,5.15,10.9,2.1730313,7.1357102,2.3315885,Oregon
42,1985,7731.0,5988.0,2.22,14447,8.058333,10.5,9.516897,7.6840973,1.3759519,Pennsylvania
42,1986,8263.0,6334.0,2.23,15187,6.925,10.1,9.501461,7.647649,2.7579339,Pennsylvania
42,1987,8817.0,6753.0,2.2,16052,5.6583333,10.6,9.48341,7.5177283,3.860329,Pennsylvania
42,1988,9785.0,7318.0,2.11,17193,5.0166664,10.3,9.468576,7.3464093,4.988376,Pennsylvania
42,1989,10975.0,8507.0,2.1,18603,4.7,10.4,9.454364,7.1110463,6.421639,Pennsylvania
42,1990,11672.0,9534.0,2.15,19687,5.425,11.0,9.369183,6.8462114,7.510523,Pennsylvania
42,1991,12510.0,8042.0,2.05,20265,6.9083333,11.0,9.4947815,6.4993186,8.354084,Pennsylvania
42,1992,13542.0,8200.0,1.99,21235,7.6833334,11.9,9.657706,6.3573775,9.701688,Pennsylvania
42,1993,14068.0,8442.0,1.96,21738,7.075,13.2,9.805602,6.357224,11.006851,Pennsylvania
42,1994,17828.0,9023.0,1.93,22414,6.325,12.5,9.936207,6.437751,12.937642,Pennsylvania
42,1995,17563.0,10260.0,1.86,23262,5.866667,12.2,10.055431,6.5506935,12.681988,Pennsylvania
42,1996,18772.0,10922.0,1.86,24344,5.4583335,11.6,10.176294,6.6732984,10.310575,Pennsylvania
42,1997,19108.0,11063.0,1.84,25475,5.1083336,11.2,10.299453,6.789889,6.0354204,Pennsylvania
42,1998,19656.0,11656.0,1.86,26961,4.633333,11.3,10.437475,6.894003,4.9078565,Pennsylvania
42,1999,19623.0,11563.0,1.87,27937,4.4083333,9.3,10.576837,6.9202175,4.1015005,Pennsylvania
42,2000,19596.0,11820.0,1.9,29695,4.1916666,8.6,10.693368,6.8984017,3.402217,Pennsylvania
44,1985,362.0,903.0,2.94,14615,4.5,9.0,4.080153,7.9430084,1.0317873,Rhode Island
44,1986,384.0,924.0,2.86,15526,4.0166664,9.1,4.0742903,7.9071426,2.3530424,Rhode Island
44,1987,393.0,949.0,2.85,16482,3.6,8.1,4.065286,7.7773423,4.445639,Rhode Island
44,1988,619.0,1153.0,2.85,18045,3.0166667,9.8,4.0594516,7.6067824,4.615888,Rhode Island
44,1989,761.0,1501.0,2.69,19546,3.9916668,6.7,4.053791,7.3744664,5.6961894,Rhode Island
44,1990,722.0,1488.0,2.54,20006,6.116667,7.5,3.7860188,7.0127587,8.250538,Rhode Island
44,1991,843.0,1717.0,2.41,20049,8.133333,10.4,3.9247568,6.3341475,9.498847,Rhode Island
44,1992,844.0,1727.0,2.33,20867,8.833333,12.4,4.0569324,6.009198,10.567056,Rhode Island
44,1993,835.0,1766.0,2.27,21586,7.9166665,11.2,4.1929665,6.0548983,12.707957,Rhode Island
44,1994,954.0,1786.0,2.27,22097,6.8333335,10.3,4.3444324,6.177113,14.272216,Rhode Island
44,1995,964.0,1739.0,2.17,23225,6.175,10.6,4.5013113,6.356428,12.782669,Rhode Island
44,1996,1096.0,1901.0,2.24,24106,5.3333335,11.0,4.666181,6.56729,9.207625,Rhode Island
44,1997,1119.0,2002.0,2.3,25341,5.2166667,12.7,4.851711,6.7835174,6.33928,Rhode Island
44,1998,930.0,1705.0,2.24,26670,4.5916667,11.6,5.0594826,6.9587984,4.8489313,Rhode Island
44,1999,831.0,1469.0,2.28,27459,4.1666665,10.0,5.3009696,7.1028314,3.3640842,Rhode Island
44,2000,879.0,1592.0,2.31,29214,4.1666665,10.2,5.494348,7.0512176,4.378042,Rhode Island
45,1985,6032.0,3953.0,2.49,11666,6.575,15.2,30.593187,8.645727,0.8474512,South Carolina
45,1986,6489.0,4564.0,2.5,12235,6.175,17.3,30.541891,8.617245,1.4357587,South Carolina
45,1987,7242.0,4723.0,2.49,12968,5.241667,15.6,30.485596,8.507662,2.514032,South Carolina
45,1988,8131.0,4918.0,2.51,13924,4.5916667,15.5,30.438303,8.361418,3.9266076,South Carolina
45,1989,9361.0,5386.0,2.47,14864,4.641667,17.0,30.395021,8.141589,5.2650123,South Carolina
45,1990,10598.0,5621.0,2.61,15894,4.85,16.2,30.274008,7.8861403,7.854551,South Carolina
45,1991,11410.0,5767.0,2.41,16241,6.075,16.4,30.372158,7.50212,9.242652,South Carolina
45,1992,11857.0,5601.0,2.33,16953,6.633333,19.0,30.52598,7.320388,11.711206,South Carolina
45,1993,12151.0,5376.0,2.3,17531,7.2083335,18.7,30.708872,7.2732506,13.485058,South Carolina
45,1994,12502.0,5398.0,2.29,18365,6.0416665,13.8,30.816746,7.2955747,16.084646,South Carolina
45,1995,12931.0,5537.0,2.23,19124,5.15,19.9,30.920319,7.363291,15.685931,South Carolina
45,1996,13464.0,5681.0,2.31,20058,5.633333,13.0,30.943937,7.453269,14.619883,South Carolina
45,1997,13893.0,5858.0,2.3,20987,4.4416666,13.1,30.937225,7.4849677,8.912619,South Carolina
45,1998,14429.0,6158.0,2.35,22161,3.6166668,13.7,30.868147,7.4919214,7.654555,South Carolina
45,1999,14269.0,6163.0,2.38,23075,4.075,11.7,30.81933,7.428041,6.5162444,South Carolina
45,2000,14467.0,,2.37,24424,3.5916667,11.1,30.803387,7.2627726,5.243897,South Carolina
46,1985,21.0,760.0,2.34,12029,4.8333335,17.3,0.5085922,8.230974,0.0,South Dakota
46,1986,28.0,823.0,2.23,12578,4.6583333,17.0,0.5055172,8.160269,0.0,South Dakota
46,1987,24.0,810.0,2.22,13251,4.391667,15.2,0.5015708,7.9935474,0.0,South Dakota
46,1988,28.0,710.0,2.13,13717,4.175,14.2,0.49788243,7.7814183,0.5728476,South Dakota
46,1989,32.0,847.0,2.09,14737,3.9916668,13.2,0.49451438,7.49836,0.0,South Dakota
46,1990,39.0,921.0,2.34,16172,3.7583334,13.3,0.47093233,7.2675266,0.0,South Dakota
46,1991,31.0,943.0,2.27,16774,3.6083333,14.0,0.47928992,7.228399,0.9947859,South Dakota
46,1992,41.0,1029.0,2.26,17799,3.55,15.1,0.52267396,7.3647485,0.84174967,South Dakota
46,1993,47.0,1092.0,2.2,18289,3.5916667,14.2,0.51424235,7.540445,1.1077893,South Dakota
46,1994,57.0,1187.0,2.24,19392,3.3666668,14.5,0.5362143,7.7606425,1.5052204,South Dakota
46,1995,63.0,1275.0,2.2,19501,3.25,14.5,0.4975804,7.9989157,2.3037572,South Dakota
46,1996,80.0,1457.0,2.18,21488,3.4083333,11.8,0.5865555,8.195895,1.0778577,South Dakota
46,1997,93.0,1599.0,2.18,21949,3.05,16.5,0.60266507,8.332449,0.5374733,South Dakota
46,1998,92.0,1688.0,2.24,23488,2.9666667,10.8,0.6560872,8.418514,0.0,South Dakota
46,1999,84.0,1761.0,2.27,24475,2.8166666,7.7,0.6858678,8.372601,0.7995608,South Dakota
46,2000,105.0,1804.0,2.27,25720,2.6833334,10.7,0.90033877,8.247462,0.0,South Dakota
47,1985,3045.0,3716.0,1.94,12297,8.233334,18.1,16.349577,8.091446,0.5724675,Tennessee
47,1986,3000.0,4030.0,1.96,13035,7.866667,18.3,16.322098,8.093885,1.3714981,Tennessee
47,1987,3019.0,4052.0,1.94,13885,6.775,16.9,16.284079,8.006632,1.8187056,Tennessee
47,1988,2972.0,4134.0,1.95,14856,5.85,18.0,16.251467,7.879382,2.467257,Tennessee
47,1989,4364.0,5365.0,1.9,15833,5.225,18.4,16.220673,7.684112,3.1311343,Tennessee
47,1990,4428.0,5219.0,1.96,16692,5.483333,16.9,16.159271,7.4557076,4.3722615,Tennessee
47,1991,5287.0,5618.0,1.87,17298,6.5666666,15.5,16.260235,7.1158724,5.476598,Tennessee
47,1992,5586.0,5685.0,1.9,18577,6.5583334,17.0,16.396078,6.9647913,6.0201097,Tennessee
47,1993,5965.0,6308.0,1.87,19284,5.975,19.6,16.556377,6.936704,8.525408,Tennessee
47,1994,6918.0,6845.0,1.86,20233,5.1,14.6,16.655413,6.9645286,9.175298,Tennessee
47,1995,7537.0,6967.0,1.84,21174,5.2916665,15.5,16.706266,7.0246196,10.324884,Tennessee
47,1996,7711.0,7158.0,1.84,21854,5.3416667,15.9,16.794912,7.093268,7.458494,Tennessee
47,1997,8121.0,7639.0,1.82,22676,5.3333335,14.3,16.861095,7.1069913,4.455167,Tennessee
47,1998,8662.0,8068.0,1.84,23989,4.508333,13.4,16.981812,7.095508,3.5188227,Tennessee
47,1999,11440.0,9500.0,1.86,24898,4.108333,11.9,17.095999,7.0166097,3.6355858,Tennessee
47,2000,11108.0,9464.0,1.86,26097,4.0166664,13.5,17.204416,6.9015436,4.3834686,Tennessee
48,1985,14828.0,,2.7,14272,6.8333335,15.9,15.891891,8.1983185,2.5803497,Texas
48,1986,15207.0,13423.0,2.63,14215,8.916667,17.3,15.874682,8.217521,5.035212,Texas
48,1987,15780.0,13108.0,2.51,14479,8.5,17.6,15.847252,8.151902,7.4589863,Texas
48,1988,16956.0,13192.0,2.47,15325,7.4,18.0,15.826239,8.045563,9.046394,Texas
48,1989,19366.0,13383.0,2.46,16312,6.725,17.1,15.806763,7.8735247,11.370119,Texas
48,1990,22634.0,14253.0,2.47,17421,6.425,15.9,16.15459,7.7030005,13.589923,Texas
48,1991,23249.0,14168.0,2.4,17929,6.991667,17.5,16.299847,7.4686728,14.835035,Texas
48,1992,27568.0,16594.0,2.45,18916,7.616667,18.3,16.459547,7.3784533,16.464207,Texas
48,1993,29260.0,17184.0,2.33,19503,7.1833334,17.4,16.651266,7.3598094,17.476421,Texas
48,1994,40451.0,26201.0,2.31,20189,6.5666666,19.1,16.823933,7.412591,18.713577,Texas
48,1995,55602.0,32594.0,2.23,21003,6.125,17.4,17.046606,7.5146666,17.722685,Texas
48,1996,55810.0,33676.0,2.26,22120,5.758333,16.6,17.220768,7.650408,13.484767,Texas
48,1997,58393.0,35504.0,2.22,23616,5.35,16.7,17.384232,7.7624288,7.9380693,Texas
48,1998,59709.0,37973.0,2.25,25186,4.9166665,15.1,17.540474,7.870269,6.181312,Texas
48,1999,60785.0,41668.0,2.23,26250,4.7166667,15.2,17.716562,7.8782697,5.6765614,Texas
48,2000,61861.0,45363.0,2.25,28313,4.375,15.5,17.900438,7.8365,5.4306207,Texas
49,1985,142.0,1384.0,1.58,12048,6.233333,10.9,0.61221504,8.827026,0.7302255,Utah
49,1986,143.0,1586.0,1.58,12426,6.175,12.6,0.61058784,8.975379,1.5032322,Utah
49,1987,161.0,1579.0,1.49,12729,6.2333336,10.2,0.60798466,9.027622,1.9066356,Utah
49,1988,167.0,1619.0,1.45,13192,4.9583335,9.8,0.6051819,9.024014,2.6041281,Utah
49,1989,196.0,1964.0,1.42,14005,4.6416664,8.2,0.6025069,8.940618,2.696524,Utah
49,1990,208.0,2021.0,1.39,14913,4.4333334,8.2,0.6867507,8.887128,3.8700964,Utah
49,1991,207.0,2167.0,1.34,15492,4.741667,12.9,0.7101454,8.96858,4.551124,Utah
49,1992,234.0,2184.0,1.33,16115,4.9416666,9.4,0.73945576,9.244724,4.8998284,Utah
49,1993,230.0,2342.0,1.28,16756,4.1749997,10.7,0.7521245,9.626928,6.0050445,Utah
49,1994,253.0,2482.0,1.24,17566,3.8583333,8.0,0.78420824,9.986401,5.5599594,Utah
49,1995,278.0,2826.0,1.21,18478,3.5083334,8.4,0.80893284,10.278193,7.0003777,Utah
49,1996,311.0,3213.0,1.24,19529,3.4833333,7.7,0.83365893,10.419608,4.4487944,Utah
49,1997,318.0,3519.0,1.25,20600,3.175,8.9,0.87468654,10.360867,2.5474293,Utah
49,1998,324.0,3581.0,1.2,21708,3.6916666,9.0,0.9103765,10.228352,1.6159116,Utah
49,1999,390.0,4303.0,1.27,22393,3.575,5.7,0.9591482,9.946575,2.3599012,Utah
49,2000,420.0,3587.0,1.27,23878,3.3583333,7.6,1.0620583,9.548071,1.8721533,Utah
50,1985,0.0,,3.13,12968,4.7833333,9.2,0.34352872,8.31749,0.0,Vermont
50,1986,0.0,682.0,3.17,13834,4.425,11.0,0.34210888,8.272315,0.0,Vermont
50,1987,0.0,745.0,3.11,14875,3.7666667,9.3,0.34115452,8.122823,0.0,Vermont
50,1988,0.0,792.0,3.0,15992,2.975,8.1,0.33912644,7.931173,0.7274804,Vermont
50,1989,0.0,869.0,2.84,17365,3.5833333,8.0,0.33779046,7.6735077,1.7930851,Vermont
50,1990,0.0,1013.0,2.8,17876,4.9166665,10.9,0.3277263,7.3343034,2.6558168,Vermont
50,1991,0.0,1081.0,2.69,17985,6.5916667,12.6,0.3368915,6.7839594,2.6380305,Vermont
50,1992,0.0,1208.0,2.57,19065,6.4583335,10.5,0.38267025,6.5244756,3.8411107,Vermont
50,1993,0.0,1175.0,2.52,19485,5.2916665,10.0,0.47785836,6.5556264,4.1540604,Vermont
50,1994,29.0,1212.0,2.5,20226,4.5416665,7.6,0.46209303,6.7003403,5.30971,Vermont
50,1995,15.0,1220.0,2.34,21002,4.3,10.3,0.49154875,6.875019,4.7538037,Vermont
50,1996,14.0,1000.0,2.38,21964,4.4083333,12.6,0.55094385,7.0631514,2.0212195,Vermont
50,1997,35.0,1146.0,2.33,23002,3.9666667,9.3,0.53650784,7.2391453,1.0046229,Vermont
50,1998,45.0,1172.0,2.34,24629,3.1083333,9.9,0.55877036,7.407031,0.66620475,Vermont
50,1999,66.0,1248.0,2.32,25881,2.9416666,9.6,0.57982224,7.480118,1.1576314,Vermont
50,2000,75.0,1407.0,2.34,27680,2.6916666,10.0,0.6461466,7.444684,0.0,Vermont
51,1985,6825.0,4733.0,2.55,15366,5.3583336,10.0,19.963594,7.8725643,1.4169167,Virginia
51,1986,7291.0,5101.0,2.53,16328,4.875,9.7,19.940533,7.8226223,2.6322865,Virginia
51,1987,7488.0,5283.0,2.36,17324,4.2,9.9,19.904915,7.6990314,3.7922692,Virginia
51,1988,8239.0,5302.0,2.24,18514,3.975,10.8,19.876177,7.5387626,4.9852858,Virginia
51,1989,9739.0,5848.0,2.19,19740,3.9,10.9,19.847696,7.3151684,5.865663,Virginia
51,1990,10617.0,5954.0,2.18,20449,4.45,11.1,19.733177,7.0499625,7.238353,Virginia
51,1991,12109.0,6562.0,2.06,20934,5.883333,9.9,19.970228,6.6649504,8.649123,Virginia
51,1992,12896.0,7014.0,2.1,21811,6.15,9.5,20.26208,6.4999537,10.788383,Virginia
51,1993,14093.0,7392.0,2.05,22470,5.175,9.7,20.499718,6.4524865,11.659649,Virginia
51,1994,17002.0,8218.0,1.99,23305,4.708333,10.7,20.711609,6.4702716,12.543343,Virginia
51,1995,17403.0,8165.0,1.93,24056,4.4666667,10.2,20.923159,6.5397253,14.136462,Virginia
51,1996,17436.0,8328.0,1.92,25034,4.366667,12.3,21.117788,6.647396,10.191257,Virginia
51,1997,17859.0,8627.0,1.9,26307,3.675,12.7,21.34398,6.733441,6.3697224,Virginia
51,1998,18888.0,9272.0,1.94,27780,2.85,8.8,21.588404,6.815238,5.564477,Virginia
51,1999,16158.0,7900.0,1.96,29226,2.6833334,7.9,21.823357,6.8360014,4.3998904,Virginia
51,2000,18709.0,9107.0,1.97,31087,2.2666667,8.3,21.949385,6.837529,4.644028,Virginia
53,1985,1218.0,4712.0,2.68,14755,8.341667,12.0,3.376114,7.3909764,1.8631434,Washington
53,1986,1182.0,4484.0,2.65,15542,8.025,12.9,3.3666582,7.345558,2.9191902,Washington
53,1987,1129.0,3996.0,2.58,16210,7.258333,10.0,3.3541362,7.220379,4.147779,Washington
53,1988,1225.0,3529.0,2.49,17166,6.241667,8.7,3.3432722,7.060861,5.2148004,Washington
53,1989,1315.0,4211.0,2.45,18558,5.8416667,9.6,3.3329103,6.8446198,6.6155205,Washington
53,1990,1489.0,4959.0,2.49,19865,5.15,8.9,3.3672035,6.6634946,7.7706842,Washington
53,1991,1810.0,6032.0,2.39,20689,6.325,9.5,3.4345737,6.474838,9.491359,Washington
53,1992,2036.0,6567.0,2.44,21709,7.1666665,11.2,3.5268028,6.4934077,10.327942,Washington
53,1993,2096.0,7065.0,2.27,22214,7.108333,12.1,3.5813227,6.556381,12.256476,Washington
53,1994,2278.0,7281.0,2.23,22938,6.491667,11.7,3.6800253,6.6764884,12.669388,Washington
53,1995,2500.0,7699.0,2.17,23690,6.2833333,12.5,3.7891288,6.824214,12.3517,Washington
53,1996,2694.0,8229.0,2.16,25073,5.925,11.9,3.9202547,6.9881554,8.528206,Washington
53,1997,2742.0,8757.0,2.16,26454,4.875,9.2,4.060195,7.125005,3.8944468,Washington
53,1998,2997.0,9314.0,2.18,28384,4.7833333,8.9,4.140637,7.2392497,2.6865125,Washington
53,1999,3035.0,9588.0,2.13,30037,4.833333,9.6,4.2534933,7.269668,2.413324,Washington
53,2000,3052.0,8218.0,2.16,31779,4.95,10.8,4.3951645,7.258598,2.588043,Washington
54,1985,244.0,1424.0,1.66,10896,13.441667,22.3,3.19083,8.141575,0.20971549,West Virginia
54,1986,201.0,1204.0,1.64,11392,12.016666,22.4,3.187072,8.238117,0.5311693,West Virginia
54,1987,200.0,1190.0,1.64,11849,10.825,21.6,3.1793375,8.227473,0.80736965,West Virginia
54,1988,199.0,1188.0,1.64,12524,9.708333,17.9,3.1725354,8.166793,0.81943256,West Virginia
54,1989,211.0,1250.0,1.6,13454,8.658334,15.7,3.1655917,8.034817,2.1033695,West Virginia
54,1990,215.0,1272.0,1.72,14493,8.625,18.1,3.148116,7.8755493,2.845112,West Virginia
54,1991,208.0,1222.0,1.7,15095,10.491667,17.9,3.1332438,7.677062,2.7797313,West Virginia
54,1992,239.0,1354.0,1.66,16112,11.291667,22.3,3.1239376,7.6023097,2.4910722,West Virginia
54,1993,257.0,1467.0,1.67,16548,10.433333,22.2,3.155601,7.6159024,3.9614005,West Virginia
54,1994,274.0,1563.0,1.64,17194,8.733334,18.6,3.1887753,7.654438,3.7353997,West Virginia
54,1995,405.0,1975.0,1.61,17727,7.858333,16.7,3.2280269,7.6754947,4.825355,West Virginia
54,1996,416.0,2181.0,1.61,18445,7.4166665,18.5,3.2630806,7.6483097,3.181904,West Virginia
54,1997,472.0,2487.0,1.6,19243,6.791667,16.4,3.2878919,7.5293837,1.9789865,West Virginia
54,1998,520.0,2744.0,1.63,20226,6.508333,17.8,3.3294096,7.373669,1.4871043,West Virginia
54,1999,526.0,2761.0,1.66,20729,6.275,15.7,3.325898,7.1366086,1.4350377,West Virginia
54,2000,598.0,2932.0,1.64,21899,5.4666667,14.7,3.3912337,6.8844247,1.217268,West Virginia
55,1985,1954.0,3104.0,3.19,13840,7.2083335,11.6,5.2192116,8.124342,0.40008837,Wisconsin
55,1986,2136.0,3132.0,3.16,14528,6.9083333,10.7,5.2051663,8.042726,0.7989449,Wisconsin
55,1987,2234.0,3395.0,3.11,15280,6.0916667,9.0,5.1890535,7.861669,1.2974433,Wisconsin
55,1988,2244.0,3637.0,3.02,16057,4.2166667,7.8,5.176748,7.636705,1.3061851,Wisconsin
55,1989,2501.0,3837.0,2.96,17283,4.25,8.4,5.164527,7.3461866,2.0384283,Wisconsin
55,1990,2783.0,4062.0,3.07,18072,4.3416667,9.3,5.1586976,7.0781245,2.589426,Wisconsin
55,1991,3148.0,4118.0,2.76,18557,5.3416667,9.9,5.2804027,6.8463845,3.1625535,Wisconsin
55,1992,3775.0,4518.0,2.74,19683,5.15,10.9,5.3917055,6.8376875,3.8802898,Wisconsin
55,1993,3908.0,4280.0,2.71,20331,4.516667,12.6,5.497916,6.930771,5.388515,Wisconsin
55,1994,4577.0,4802.0,2.72,21413,4.3083334,9.0,5.6213818,7.079914,4.343864,Wisconsin
55,1995,5094.0,5296.0,2.65,22215,3.75,8.5,5.728511,7.2465553,4.6288834,Wisconsin
55,1996,5989.0,5952.0,2.65,23273,3.625,8.8,5.8534927,7.411473,3.3078482,Wisconsin
